rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on,compliance_name,department_id,obligation_kind,scope_level,trigger_types,entity_types,documents,application_url,filing_mode,physical_submission,applicant_visit,inspection,process_notes,source_urls
AX022-V1,AX022,IN-MH,AUTH-AX-MH-LAND,Applicable state land/revenue law and current service procedure,,"Person requiring authenticated 7/12, 8A, Ferfar or Property Card for relevant parcel.",,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Use appropriate authenticated extract; a free screen view and a certified record may have different evidentiary uses. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15,Maharashtra digitally signed land-record extracts,LAND_RECORDS,due_diligence,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Survey/record identifiers; requested record type,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn,online,unverified,unverified,unverified,"Use appropriate authenticated extract; a free screen view and a certified record may have different evidentiary uses. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn
AX023-V1,AX023,IN-MH,AUTH-AX-MH-LAND,Applicable state land/revenue law and current service procedure,,Covered land record change requiring mutation; check whether registration already initiated it.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Do not file a duplicate application if the registered transaction already initiated mutation; check status and current service category.,researched_partial,0,2026-09-15,Maharashtra e-Hakk mutation application,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Record identifiers; event supporting documents; applicant/holder details,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn,online,unverified,unverified,unverified,Do not file a duplicate application if the registered transaction already initiated mutation; check status and current service category.,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn
AX024-V1,AX024,IN-KA,AUTH-AX-KA-LAND,Applicable state land/revenue law and current service procedure,,Ownership or other change recorded in RTC under the applicable Karnataka revenue procedure.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15,Karnataka RTC mutation and record review,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,RTC and survey identifiers; transfer/succession records; mutation reference,https://landrecords.karnataka.gov.in/,online_or_assisted,unverified,unverified,unverified,"Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",https://kalaburagi.nic.in/en/service/land-records/
AX025-V1,AX025,IN-TN,AUTH-AX-TN-LAND,Applicable state land/revenue law and current service procedure,,Buyer/holder reviewing textual rights and survey records before property transaction.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",NIC service announcement supports record access; no fixed patta-transfer deadline or visit-free mutation is asserted.,researched_partial,0,2026-09-15,Tamil Nadu integrated record and patta-history review,LAND_RECORDS,due_diligence,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Survey/subdivision identifiers; patta and FMB; transfer history,https://eservices.tn.gov.in/,online,unverified,unverified,unverified,NIC service announcement supports record access; no fixed patta-transfer deadline or visit-free mutation is asserted.,https://tn.nic.in/news/additional-land-records-services-launch-by-honourable-minister-for-revenue-and-disaster-management-tamil-nadu/
AX026-V1,AX026,IN-KL,AUTH-AX-KL-LAND,Applicable state land/revenue law and current service procedure,,Holding with applicable revenue demand; village and digital-survey rollout determine service route.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Verify whether the parcel uses ReLIS or a newer integrated system. Separate land tax, building tax and local-body property tax.",researched_partial,0,2026-09-15,Kerala land revenue assessment and remittance,LAND_RECORDS,mandatory_if_applicable,state,date|notice,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Survey/holding references; assessment/demand; prior receipt,https://www.revenue.kerala.gov.in/revenueportalbeta/index.php,online,unverified,unverified,unverified,"Verify whether the parcel uses ReLIS or a newer integrated system. Separate land tax, building tax and local-body property tax.",https://www.revenue.kerala.gov.in/revenueportalbeta/index.php
AX027-V1,AX027,IN-TG,AUTH-AX-TG-LAND,Applicable state land/revenue law and current service procedure,,Eligible pending mutation case under the current Bhu Bharati service.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Use Bhu Bharati current instructions; do not automatically reuse old Dharani procedure.,researched_partial,0,2026-09-15,Telangana Bhu Bharati pending mutation,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Property and transaction details; pending mutation reference; current checklist,https://bhubharati.telangana.gov.in/,online,unverified,unverified,unverified,Use Bhu Bharati current instructions; do not automatically reuse old Dharani procedure.,https://www.bhubharati.telangana.gov.in/Bhubharati_faq
AX028-V1,AX028,IN-TG,AUTH-AX-TG-LAND,Applicable state land/revenue law and current service procedure,,Proposed transaction covered by registration/mutation procedure; examine section 22A prohibited-property status.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",A missing match is not a title guarantee; exceptions and removal require competent authority process.,researched_partial,0,2026-09-15,Telangana prohibited-property check for registration,LAND_RECORDS,due_diligence,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Parcel details; prohibited-list result; any competent release/order,https://bhubharati.telangana.gov.in/assets/images/userManuals/G_O_Ms_no_39_Dated_14_04_2025.pdf,unverified,unverified,unverified,unverified,A missing match is not a title guarantee; exceptions and removal require competent authority process.,https://bhubharati.telangana.gov.in/assets/images/userManuals/G_O_Ms_no_39_Dated_14_04_2025.pdf
AX029-V1,AX029,IN-HP,AUTH-AX-HP-LAND,Applicable state land/revenue law and current service procedure,,Land transaction or change of use that falls within section 118; buyer category and exemptions must be established.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Service inventory confirms permission routes only; it does not establish that all outsiders are barred or all non-agriculturists must use the same form.,researched_partial,0,2026-09-15,Himachal section 118 permission screening,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Purchaser eligibility; parcel/use details; previous permission and conditions if any,https://himseva.hp.gov.in/pages/staticSite/serviceList.xhtml,online_or_assisted,unverified,unverified,unverified,Service inventory confirms permission routes only; it does not establish that all outsiders are barred or all non-agriculturists must use the same form.,https://himseva.hp.gov.in/pages/staticSite/serviceList.xhtml
AX030-V1,AX030,IN-DL,AUTH-AX-IN-DL-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,"Hotel, restaurant or club proposing liquor service; select actual notified category and current policy.",,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15,Delhi hotel / club liquor licence selection,EXCISE,mandatory_if_applicable,state,industry|location|licence|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant/entity; premises rights and site particulars; proposed product/activity; current category checklist,https://excise.delhi.gov.in/excise/licences,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",https://excise.delhi.gov.in/excise/licences
AX031-V1,AX031,IN-MH,AUTH-AX-IN-MH-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,Proposed or existing retail activity within FL-II; verify whether new grant/transfer is available under policy.,,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15,Maharashtra FL-II retail liquor licence,EXCISE,mandatory_if_applicable,state,industry|location|licence|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant/entity; premises rights and site particulars; proposed product/activity; current category checklist,https://www.stateexcise.maharashtra.gov.in/Form_FLII.aspx,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",https://www.stateexcise.maharashtra.gov.in/Form_FLII.aspx
