item_id,item_type,reference_id,status,work_required
FIELD-S-PB-PSDT-ELECT-V1-governing_law,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-applicability_text,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-turnover_basis,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-employee_basis,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-deadline_text,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-documents,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-application_url,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-filing_mode,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-physical_submission,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-applicant_visit,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-ELECT-V1-inspection,rule_field,S-PB-PSDT-ELECT-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-MH-PT-REG-V1-governing_law,rule_field,S-MH-PT-REG-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-MH-PT-REG-V1-applicability_text,rule_field,S-MH-PT-REG-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-MH-PT-REG-V1-turnover_basis,rule_field,S-MH-PT-REG-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-MH-PT-REG-V1-employee_basis,rule_field,S-MH-PT-REG-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-MH-PT-REG-V1-deadline_text,rule_field,S-MH-PT-REG-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-MH-PT-REG-V1-documents,rule_field,S-MH-PT-REG-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-MH-PT-REG-V1-application_url,rule_field,S-MH-PT-REG-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-MH-PT-REG-V1-filing_mode,rule_field,S-MH-PT-REG-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
